"Tabela 1419 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Brasil"
"Mês";"Geral, grupo, subgrupo, item e subitem";"IPCA - Variação mensal (%)";"IPCA - Peso mensal (%)"
"dezembro 2016";"3.Artigos de residência";"-0,31";"4,1846"
"dezembro 2016";"4.Vestuário";"0,32";"5,9589"
"dezembro 2016";"5101.Transporte público";"2,28";"4,5692"
"dezembro 2016";"5102.Veículo próprio";"0,20";"8,2559"
"dezembro 2016";"5104.Combustíveis (veículos)";"1,51";"5,1213"
"dezembro 2016";"61.Produtos farmacêuticos e óticos";"0,00";"3,6869"
"dezembro 2016";"62.Serviços de saúde";"0,82";"5,2364"
"dezembro 2016";"63.Cuidados pessoais";"0,51";"2,6992"
"dezembro 2016";"71.Serviços pessoais";"0,66";"6,6324"
"dezembro 2016";"7201001.Cinema";"1,01";"0,1904"
"dezembro 2016";"7201002.CD e DVD";"-0,50";"0,0455"
"dezembro 2016";"7201003.Ingresso para jogo";"0,00";"0,0106"
"dezembro 2016";"7201006.Clube";"0,39";"0,1631"
"dezembro 2016";"7201010.Instrumento musical";"1,68";"0,0437"
"dezembro 2016";"7201018.Tratamento de animais";"0,92";"0,2230"
"dezembro 2016";"7201019.Bicicleta";"0,59";"0,0957"
"dezembro 2016";"7201020.Alimento para animais";"1,86";"0,2648"
"dezembro 2016";"7201023.Brinquedo";"0,98";"0,4330"
"dezembro 2016";"7201052.Locação de DVD";"-0,85";"0,1142"
"dezembro 2016";"7201054.Boate e danceteria";"0,06";"0,2532"
"dezembro 2016";"7201063.Jogos de azar";"0,00";"0,4703"
"dezembro 2016";"7201068.Motel";"0,00";"0,0037"
"dezembro 2016";"7201090.Hotel";"-0,38";"0,3347"
"dezembro 2016";"7201095.Excursão";"0,91";"0,3553"
"dezembro 2016";"7202.Fumo";"4,80";"1,0257"
"dezembro 2016";"7203.Fotografia e filmagem";"-1,22";"0,0742"
"dezembro 2016";"8101.Cursos regulares";"0,00";"2,9680"
"dezembro 2016";"8102.Leitura";"0,54";"0,5340"
"dezembro 2016";"8103.Papelaria";"0,17";"0,3539"
"dezembro 2016";"8104.Cursos diversos";"0,00";"0,7948"
"dezembro 2016";"9.Comunicação";"0,02";"3,7001"
"janeiro 2017";"Índice geral";"0,38";"100,0000"
"janeiro 2017";"1.Alimentação e bebidas";"0,35";"25,7734"
"janeiro 2017";"2101.Aluguel e taxas";"0,37";"7,2797"
"janeiro 2017";"2103.Reparos";"0,45";"2,4349"
"janeiro 2017";"2104.Artigos de limpeza";"0,04";"0,8984"
"janeiro 2017";"22.Combustíveis e energia";"-0,28";"4,6220"
"janeiro 2017";"3.Artigos de residência";"-0,10";"4,1591"
"janeiro 2017";"4.Vestuário";"-0,36";"5,9601"
"janeiro 2017";"5101.Transporte público";"1,47";"4,6589"
"janeiro 2017";"5102.Veículo próprio";"0,05";"8,2479"
"janeiro 2017";"5104.Combustíveis (veículos)";"1,28";"5,1835"
"janeiro 2017";"61.Produtos farmacêuticos e óticos";"0,38";"3,6759"
"janeiro 2017";"62.Serviços de saúde";"0,90";"5,2633"
"janeiro 2017";"63.Cuidados pessoais";"0,10";"2,7048"
"janeiro 2017";"71.Serviços pessoais";"0,33";"6,6554"
"janeiro 2017";"7201001.Cinema";"1,18";"0,1917"
"janeiro 2017";"7201002.CD e DVD";"0,07";"0,0452"
"janeiro 2017";"7201003.Ingresso para jogo";"0,00";"0,0106"
"janeiro 2017";"7201006.Clube";"1,91";"0,1633"
"janeiro 2017";"7201010.Instrumento musical";"-1,96";"0,0443"
"janeiro 2017";"7201018.Tratamento de animais";"1,60";"0,2244"
"janeiro 2017";"7201019.Bicicleta";"1,01";"0,0960"
"janeiro 2017";"7201020.Alimento para animais";"1,17";"0,2690"
"janeiro 2017";"7201023.Brinquedo";"0,20";"0,4359"
"janeiro 2017";"7201052.Locação de DVD";"0,61";"0,1129"
"janeiro 2017";"7201054.Boate e danceteria";"0,28";"0,2527"
"janeiro 2017";"7201063.Jogos de azar";"0,00";"0,4689"
"janeiro 2017";"7201068.Motel";"0,12";"0,0037"
"janeiro 2017";"7201090.Hotel";"1,04";"0,3323"
"janeiro 2017";"7201095.Excursão";"2,51";"0,3577"
"janeiro 2017";"7202.Fumo";"0,00";"1,0718"
"janeiro 2017";"7203.Fotografia e filmagem";"-0,17";"0,0731"
"janeiro 2017";"8101.Cursos regulares";"0,00";"2,9589"
"janeiro 2017";"8102.Leitura";"2,27";"0,5352"
"janeiro 2017";"8103.Papelaria";"0,39";"0,3534"
"janeiro 2017";"8104.Cursos diversos";"0,00";"0,7923"
"janeiro 2017";"9.Comunicação";"0,63";"3,6894"
"fevereiro 2017";"Índice geral";"0,33";"100,0000"
"fevereiro 2017";"1.Alimentação e bebidas";"-0,45";"25,7650"
"fevereiro 2017";"2101.Aluguel e taxas";"0,43";"7,2793"
"fevereiro 2017";"2103.Reparos";"0,22";"2,4363"
"fevereiro 2017";"2104.Artigos de limpeza";"-0,37";"0,8954"
"fevereiro 2017";"22.Combustíveis e energia";"0,05";"4,5916"
"fevereiro 2017";"3.Artigos de residência";"0,18";"4,1387"
"fevereiro 2017";"4.Vestuário";"-0,13";"5,9160"
"fevereiro 2017";"5101.Transporte público";"0,73";"4,7089"
"fevereiro 2017";"5102.Veículo próprio";"0,28";"8,2219"
"fevereiro 2017";"5104.Combustíveis (veículos)";"-0,25";"5,2309"
"fevereiro 2017";"61.Produtos farmacêuticos e óticos";"0,22";"3,6758"
"fevereiro 2017";"62.Serviços de saúde";"0,90";"5,2917"
"fevereiro 2017";"63.Cuidados pessoais";"0,74";"2,6972"
"fevereiro 2017";"71.Serviços pessoais";"0,48";"6,6518"
"fevereiro 2017";"7201001.Cinema";"-0,29";"0,1933"
"fevereiro 2017";"7201002.CD e DVD";"0,51";"0,0450"
"fevereiro 2017";"7201003.Ingresso para jogo";"-1,72";"0,0105"
"fevereiro 2017";"7201006.Clube";"2,28";"0,1659"
"fevereiro 2017";"7201010.Instrumento musical";"0,61";"0,0433"
"fevereiro 2017";"7201018.Tratamento de animais";"-0,15";"0,2272"
"fevereiro 2017";"7201019.Bicicleta";"-0,86";"0,0965"
"fevereiro 2017";"7201020.Alimento para animais";"0,54";"0,2711"
"fevereiro 2017";"7201023.Brinquedo";"-0,63";"0,4352"
"fevereiro 2017";"7201052.Locação de DVD";"-0,15";"0,1132"
"fevereiro 2017";"7201054.Boate e danceteria";"1,14";"0,2525"
"fevereiro 2017";"7201063.Jogos de azar";"0,00";"0,4671"
"fevereiro 2017";"7201068.Motel";"0,00";"0,0037"
"fevereiro 2017";"7201090.Hotel";"-0,90";"0,3345"
"fevereiro 2017";"7201095.Excursão";"0,20";"0,3651"
"fevereiro 2017";"7202.Fumo";"0,00";"1,0680"
"fevereiro 2017";"7203.Fotografia e filmagem";"0,10";"0,0727"
"fevereiro 2017";"8101.Cursos regulares";"6,99";"2,9480"
"fevereiro 2017";"8102.Leitura";"0,44";"0,5452"
"fevereiro 2017";"8103.Papelaria";"0,39";"0,3534"
"fevereiro 2017";"8104.Cursos diversos";"3,04";"0,7894"
"fevereiro 2017";"9.Comunicação";"0,66";"3,6986"
"março 2017";"Índice geral";"0,25";"100,0000"
"março 2017";"1.Alimentação e bebidas";"0,34";"25,5631"
"março 2017";"2101.Aluguel e taxas";"0,16";"7,2866"
"março 2017";"2103.Reparos";"0,37";"2,4335"
"março 2017";"2104.Artigos de limpeza";"-0,27";"0,8892"
"março 2017";"22.Combustíveis e energia";"3,52";"4,5784"
"março 2017";"3.Artigos de residência";"-0,29";"4,1327"
"março 2017";"4.Vestuário";"-0,12";"5,8890"
"março 2017";"5101.Transporte público";"-0,57";"4,7260"
"março 2017";"5102.Veículo próprio";"0,12";"8,2191"
"março 2017";"5104.Combustíveis (veículos)";"-2,68";"5,2019"
"março 2017";"61.Produtos farmacêuticos e óticos";"0,39";"3,6717"
"março 2017";"62.Serviços de saúde";"0,88";"5,3216"
"março 2017";"63.Cuidados pessoais";"0,71";"2,7081"
"março 2017";"71.Serviços pessoais";"0,50";"6,6624"
"março 2017";"7201001.Cinema";"1,09";"0,1921"
"março 2017";"7201002.CD e DVD";"1,58";"0,0451"
"março 2017";"7201003.Ingresso para jogo";"-4,09";"0,0103"
"março 2017";"7201006.Clube";"1,60";"0,1691"
"março 2017";"7201010.Instrumento musical";"-0,19";"0,0434"
"março 2017";"7201018.Tratamento de animais";"0,70";"0,2262"
"março 2017";"7201019.Bicicleta";"0,56";"0,0954"
"março 2017";"7201020.Alimento para animais";"0,75";"0,2717"
"março 2017";"7201023.Brinquedo";"0,45";"0,4311"
"março 2017";"7201052.Locação de DVD";"0,22";"0,1126"
"março 2017";"7201054.Boate e danceteria";"-2,10";"0,2546"
"março 2017";"7201063.Jogos de azar";"0,00";"0,4656"
"março 2017";"7201068.Motel";"0,52";"0,0037"
"março 2017";"7201090.Hotel";"0,34";"0,3304"
"março 2017";"7201095.Excursão";"-0,67";"0,3643"
"março 2017";"7202.Fumo";"1,68";"1,0646"
"março 2017";"7203.Fotografia e filmagem";"1,29";"0,0725"
"março 2017";"8101.Cursos regulares";"1,19";"3,1436"
"março 2017";"8102.Leitura";"0,16";"0,5456"
"março 2017";"8103.Papelaria";"1,27";"0,3536"
"março 2017";"8104.Cursos diversos";"0,45";"0,8106"
"março 2017";"9.Comunicação";"-0,63";"3,7106"
"abril 2017";"Índice geral";"0,14";"100,0000"
"abril 2017";"1.Alimentação e bebidas";"0,58";"25,5854"
"abril 2017";"2101.Aluguel e taxas";"0,25";"7,2794"
"abril 2017";"2103.Reparos";"0,29";"2,4369"
"abril 2017";"2104.Artigos de limpeza";"-0,21";"0,8847"
"abril 2017";"22.Combustíveis e energia";"-4,05";"4,7276"
"abril 2017";"3.Artigos de residência";"-0,28";"4,1108"
"abril 2017";"4.Vestuário";"0,48";"5,8674"
"abril 2017";"5101.Transporte público";"1,47";"4,6868"
"abril 2017";"5102.Veículo próprio";"0,23";"8,2088"
"abril 2017";"5104.Combustíveis (veículos)";"-1,95";"5,0503"
"abril 2017";"61.Produtos farmacêuticos e óticos";"1,86";"3,6768"
"abril 2017";"62.Serviços de saúde";"0,89";"5,3544"
"abril 2017";"63.Cuidados pessoais";"0,07";"2,7206"
"abril 2017";"71.Serviços pessoais";"0,31";"6,6791"
"abril 2017";"7201001.Cinema";"0,15";"0,1937"
"abril 2017";"7201002.CD e DVD";"-0,23";"0,0457"
"abril 2017";"7201003.Ingresso para jogo";"-2,84";"0,0099"
"abril 2017";"7201006.Clube";"0,11";"0,1714"
"abril 2017";"7201010.Instrumento musical";"-0,59";"0,0432"
"abril 2017";"7201018.Tratamento de animais";"-0,31";"0,2271"
"abril 2017";"7201019.Bicicleta";"0,36";"0,0957"
"abril 2017";"7201020.Alimento para animais";"-0,35";"0,2730"
"abril 2017";"7201023.Brinquedo";"-0,20";"0,4319"
"abril 2017";"7201052.Locação de DVD";"0,69";"0,1126"
"abril 2017";"7201054.Boate e danceteria";"-0,10";"0,2487"
"abril 2017";"7201063.Jogos de azar";"0,00";"0,4643"
"abril 2017";"7201068.Motel";"0,00";"0,0037"
"abril 2017";"7201090.Hotel";"0,12";"0,3307"
"abril 2017";"7201095.Excursão";"-2,91";"0,3609"
"abril 2017";"7202.Fumo";"0,09";"1,0797"
"abril 2017";"7203.Fotografia e filmagem";"-0,24";"0,0733"
"abril 2017";"8101.Cursos regulares";"0,01";"3,1728"
"abril 2017";"8102.Leitura";"0,23";"0,5451"
"abril 2017";"8103.Papelaria";"-0,01";"0,3573"
"abril 2017";"8104.Cursos diversos";"0,00";"0,8122"
"abril 2017";"9.Comunicação";"0,55";"3,6780"
"maio 2017";"Índice geral";"0,31";"100,0000"
"maio 2017";"1.Alimentação e bebidas";"-0,35";"25,6992"
"maio 2017";"2101.Aluguel e taxas";"0,46";"7,2869"
"maio 2017";"2103.Reparos";"0,25";"2,4412"
"maio 2017";"2104.Artigos de limpeza";"-0,14";"0,8818"
"maio 2017";"22.Combustíveis e energia";"6,31";"4,5300"
"maio 2017";"3.Artigos de residência";"-0,23";"4,0942"
"maio 2017";"4.Vestuário";"0,98";"5,8884"
"maio 2017";"5101.Transporte público";"-0,91";"4,7486"
"maio 2017";"5102.Veículo próprio";"-0,30";"8,2174"
"maio 2017";"5104.Combustíveis (veículos)";"-0,17";"4,9456"
"maio 2017";"61.Produtos farmacêuticos e óticos";"0,72";"3,7402"
"maio 2017";"62.Serviços de saúde";"0,84";"5,3939"
"maio 2017";"63.Cuidados pessoais";"0,05";"2,7189"
"maio 2017";"71.Serviços pessoais";"0,39";"6,6903"
"maio 2017";"7201001.Cinema";"0,13";"0,1936"
"maio 2017";"7201002.CD e DVD";"-0,46";"0,0455"
"maio 2017";"7201003.Ingresso para jogo";"1,53";"0,0096"
"maio 2017";"7201006.Clube";"-0,06";"0,1714"
"maio 2017";"7201010.Instrumento musical";"-0,61";"0,0428"
"maio 2017";"7201018.Tratamento de animais";"0,02";"0,2261"
"maio 2017";"7201019.Bicicleta";"-0,14";"0,0959"
"maio 2017";"7201020.Alimento para animais";"0,93";"0,2717"
"maio 2017";"7201023.Brinquedo";"0,67";"0,4305"
"maio 2017";"7201052.Locação de DVD";"-0,17";"0,1132"
"maio 2017";"7201054.Boate e danceteria";"0,45";"0,2481"
"maio 2017";"7201063.Jogos de azar";"0,00";"0,4637"
"maio 2017";"7201068.Motel";"1,07";"0,0037"
"maio 2017";"7201090.Hotel";"-1,03";"0,3306"
"maio 2017";"7201095.Excursão";"-1,37";"0,3498"
"maio 2017";"7202.Fumo";"0,00";"1,0792"
"maio 2017";"7203.Fotografia e filmagem";"1,86";"0,0730"
"maio 2017";"8101.Cursos regulares";"0,00";"3,1687"
"maio 2017";"8102.Leitura";"0,04";"0,5455"
"maio 2017";"8103.Papelaria";"1,10";"0,3568"
"maio 2017";"8104.Cursos diversos";"0,00";"0,8110"
"maio 2017";"9.Comunicação";"0,09";"3,6930"
"junho 2017";"Índice geral";"-0,23";"100,0000"
"junho 2017";"1.Alimentação e bebidas";"-0,50";"25,5318"
"junho 2017";"2101.Aluguel e taxas";"0,89";"7,2969"
"junho 2017";"2103.Reparos";"0,15";"2,4397"
"junho 2017";"2104.Artigos de limpeza";"0,10";"0,8779"
"junho 2017";"22.Combustíveis e energia";"-3,94";"4,8011"
"junho 2017";"3.Artigos de residência";"-0,07";"4,0721"
"junho 2017";"4.Vestuário";"0,21";"5,9272"
"junho 2017";"5101.Transporte público";"0,45";"4,6916"
"junho 2017";"5102.Veículo próprio";"0,32";"8,1659"
"junho 2017";"5104.Combustíveis (veículos)";"-2,84";"4,9215"
"junho 2017";"61.Produtos farmacêuticos e óticos";"0,30";"3,7553"
"junho 2017";"62.Serviços de saúde";"0,87";"5,4216"
"junho 2017";"63.Cuidados pessoais";"-0,14";"2,7120"
"junho 2017";"71.Serviços pessoais";"0,55";"6,6953"
"junho 2017";"7201001.Cinema";"-0,57";"0,1933"
"junho 2017";"7201002.CD e DVD";"0,46";"0,0452"
"junho 2017";"7201003.Ingresso para jogo";"1,11";"0,0097"
"junho 2017";"7201006.Clube";"0,41";"0,1708"
"junho 2017";"7201010.Instrumento musical";"-1,54";"0,0424"
"junho 2017";"7201018.Tratamento de animais";"0,34";"0,2254"
"junho 2017";"7201019.Bicicleta";"0,19";"0,0955"
"junho 2017";"7201020.Alimento para animais";"1,09";"0,2733"
"junho 2017";"7201023.Brinquedo";"-0,50";"0,4321"
"junho 2017";"7201052.Locação de DVD";"0,84";"0,1126"
"junho 2017";"7201054.Boate e danceteria";"0,39";"0,2484"
"junho 2017";"7201063.Jogos de azar";"0,00";"0,4623"
"junho 2017";"7201068.Motel";"-0,63";"0,0037"
"junho 2017";"7201090.Hotel";"-0,05";"0,3260"
"junho 2017";"7201095.Excursão";"-1,17";"0,3440"
"junho 2017";"7202.Fumo";"0,00";"1,0757"
"junho 2017";"7203.Fotografia e filmagem";"0,00";"0,0741"
"junho 2017";"8101.Cursos regulares";"0,00";"3,1587"
"junho 2017";"8102.Leitura";"0,39";"0,5440"
"junho 2017";"8103.Papelaria";"0,46";"0,3597"
"junho 2017";"8104.Cursos diversos";"0,00";"0,8086"
"junho 2017";"9.Comunicação";"0,09";"3,6846"
"julho 2017";"Índice geral";"0,24";"100,0000"
"julho 2017";"1.Alimentação e bebidas";"-0,47";"25,4622"
"julho 2017";"2101.Aluguel e taxas";"0,48";"7,3789"
"julho 2017";"2103.Reparos";"0,30";"2,4493"
"julho 2017";"2104.Artigos de limpeza";"-0,11";"0,8808"
"julho 2017";"22.Combustíveis e energia";"4,52";"4,6223"
"julho 2017";"3.Artigos de residência";"-0,23";"4,0789"
"julho 2017";"4.Vestuário";"-0,42";"5,9534"
"julho 2017";"5101.Transporte público";"0,50";"4,7229"
"julho 2017";"5102.Veículo próprio";"-0,09";"8,2123"
"julho 2017";"5104.Combustíveis (veículos)";"0,92";"4,7932"
"julho 2017";"61.Produtos farmacêuticos e óticos";"-0,07";"3,7753"
"julho 2017";"62.Serviços de saúde";"0,86";"5,4817"
"julho 2017";"63.Cuidados pessoais";"0,00";"2,7143"
"julho 2017";"71.Serviços pessoais";"0,51";"6,7482"
"julho 2017";"7201001.Cinema";"1,64";"0,1926"
"julho 2017";"7201002.CD e DVD";"-0,92";"0,0455"
"julho 2017";"7201003.Ingresso para jogo";"0,49";"0,0098"
"julho 2017";"7201006.Clube";"0,57";"0,1720"
"julho 2017";"7201010.Instrumento musical";"-0,65";"0,0419"
"julho 2017";"7201018.Tratamento de animais";"0,21";"0,2267"
"julho 2017";"7201019.Bicicleta";"-1,26";"0,0960"
"julho 2017";"7201020.Alimento para animais";"0,40";"0,2769"
"julho 2017";"7201023.Brinquedo";"0,57";"0,4310"
"julho 2017";"7201052.Locação de DVD";"1,15";"0,1138"
"julho 2017";"7201054.Boate e danceteria";"-0,44";"0,2499"
"julho 2017";"7201063.Jogos de azar";"0,00";"0,4633"
"julho 2017";"7201068.Motel";"0,12";"0,0037"
"julho 2017";"7201090.Hotel";"-0,27";"0,3266"
"julho 2017";"7201095.Excursão";"-0,31";"0,3408"
"julho 2017";"7202.Fumo";"0,00";"1,0784"
"julho 2017";"7203.Fotografia e filmagem";"0,25";"0,0743"
"julho 2017";"8101.Cursos regulares";"0,00";"3,1662"
"julho 2017";"8102.Leitura";"0,15";"0,5474"
"julho 2017";"8103.Papelaria";"-0,44";"0,3622"
"julho 2017";"8104.Cursos diversos";"0,00";"0,8105"
"julho 2017";"9.Comunicação";"-0,02";"3,6967"
"agosto 2017";"Índice geral";"0,19";"100,0000"
"agosto 2017";"1.Alimentação e bebidas";"-1,07";"25,2833"
"agosto 2017";"2101.Aluguel e taxas";"0,32";"7,3963"
"agosto 2017";"2103.Reparos";"0,49";"2,4508"
"agosto 2017";"2104.Artigos de limpeza";"-0,96";"0,8777"
"agosto 2017";"22.Combustíveis e energia";"1,28";"4,8201"
"agosto 2017";"3.Artigos de residência";"0,20";"4,0600"
"agosto 2017";"4.Vestuário";"0,29";"5,9142"
"agosto 2017";"5101.Transporte público";"-1,25";"4,7362"
"agosto 2017";"5102.Veículo próprio";"0,11";"8,1839"
"agosto 2017";"5104.Combustíveis (veículos)";"6,67";"4,8252"
"agosto 2017";"61.Produtos farmacêuticos e óticos";"0,39";"3,7635"
"agosto 2017";"62.Serviços de saúde";"0,87";"5,5153"
"agosto 2017";"63.Cuidados pessoais";"-0,49";"2,7080"
"agosto 2017";"71.Serviços pessoais";"0,56";"6,7661"
"agosto 2017";"7201001.Cinema";"0,49";"0,1953"
"agosto 2017";"7201002.CD e DVD";"-0,99";"0,0449"
"agosto 2017";"7201003.Ingresso para jogo";"-1,30";"0,0098"
"agosto 2017";"7201006.Clube";"1,01";"0,1724"
"agosto 2017";"7201010.Instrumento musical";"-1,10";"0,0415"
"agosto 2017";"7201018.Tratamento de animais";"-0,12";"0,2266"
"agosto 2017";"7201019.Bicicleta";"0,18";"0,0945"
"agosto 2017";"7201020.Alimento para animais";"-0,15";"0,2774"
"agosto 2017";"7201023.Brinquedo";"-0,46";"0,4324"
"agosto 2017";"7201052.Locação de DVD";"-1,03";"0,1149"
"agosto 2017";"7201054.Boate e danceteria";"0,00";"0,2483"
"agosto 2017";"7201063.Jogos de azar";"0,00";"0,4623"
"agosto 2017";"7201068.Motel";"1,94";"0,0037"
"agosto 2017";"7201090.Hotel";"-0,35";"0,3248"
"agosto 2017";"7201095.Excursão";"-1,01";"0,3391"
"agosto 2017";"7202.Fumo";"0,00";"1,0758"
"agosto 2017";"7203.Fotografia e filmagem";"0,57";"0,0743"
"agosto 2017";"8101.Cursos regulares";"0,09";"3,1585"
"agosto 2017";"8102.Leitura";"0,02";"0,5471"
"agosto 2017";"8103.Papelaria";"0,49";"0,3598"
"agosto 2017";"8104.Cursos diversos";"0,87";"0,8087"
"agosto 2017";"9.Comunicação";"-0,56";"3,6874"
"setembro 2017";"Índice geral";"0,16";"100,0000"
"setembro 2017";"1.Alimentação e bebidas";"-0,41";"24,9708"
"setembro 2017";"2101.Aluguel e taxas";"0,09";"7,4051"
"setembro 2017";"2103.Reparos";"0,31";"2,4579"
"setembro 2017";"2104.Artigos de limpeza";"-0,03";"0,8676"
"setembro 2017";"22.Combustíveis e energia";"-0,66";"4,8731"
"setembro 2017";"3.Artigos de residência";"0,13";"4,0603"
"setembro 2017";"4.Vestuário";"0,28";"5,9202"
"setembro 2017";"5101.Transporte público";"0,94";"4,6696"
"setembro 2017";"5102.Veículo próprio";"0,00";"8,1760"
"setembro 2017";"5104.Combustíveis (veículos)";"1,91";"5,1359"
"setembro 2017";"61.Produtos farmacêuticos e óticos";"-0,53";"3,7708"
"setembro 2017";"62.Serviços de saúde";"0,80";"5,5522"
"setembro 2017";"63.Cuidados pessoais";"0,53";"2,6900"
"setembro 2017";"71.Serviços pessoais";"0,65";"6,7906"
"setembro 2017";"7201001.Cinema";"0,04";"0,1958"
"setembro 2017";"7201002.CD e DVD";"0,07";"0,0444"
"setembro 2017";"7201003.Ingresso para jogo";"-0,45";"0,0097"
"setembro 2017";"7201006.Clube";"0,11";"0,1737"
"setembro 2017";"7201010.Instrumento musical";"0,58";"0,0410"
"setembro 2017";"7201018.Tratamento de animais";"0,94";"0,2258"
"setembro 2017";"7201019.Bicicleta";"-0,78";"0,0945"
"setembro 2017";"7201020.Alimento para animais";"0,47";"0,2764"
"setembro 2017";"7201023.Brinquedo";"-0,20";"0,4295"
"setembro 2017";"7201052.Locação de DVD";"1,61";"0,1135"
"setembro 2017";"7201054.Boate e danceteria";"0,33";"0,2477"
"setembro 2017";"7201063.Jogos de azar";"0,00";"0,4615"
"setembro 2017";"7201068.Motel";"-0,50";"0,0038"
"setembro 2017";"7201090.Hotel";"0,22";"0,3229"
"setembro 2017";"7201095.Excursão";"-0,40";"0,3351"
"setembro 2017";"7202.Fumo";"1,17";"1,0736"
"setembro 2017";"7203.Fotografia e filmagem";"0,24";"0,0746"
"setembro 2017";"8101.Cursos regulares";"0,00";"3,1553"
"setembro 2017";"8102.Leitura";"0,08";"0,5462"
"setembro 2017";"8103.Papelaria";"-0,47";"0,3609"
"setembro 2017";"8104.Cursos diversos";"0,40";"0,8143"
"setembro 2017";"9.Comunicação";"0,50";"3,6597"
"outubro 2017";"Índice geral";"0,42";"100,0000"
"outubro 2017";"1.Alimentação e bebidas";"-0,05";"24,8272"
"outubro 2017";"2101.Aluguel e taxas";"0,33";"7,3999"
"outubro 2017";"2103.Reparos";"0,39";"2,4612"
"outubro 2017";"2104.Artigos de limpeza";"0,12";"0,8659"
"outubro 2017";"22.Combustíveis e energia";"3,55";"4,8329"
"outubro 2017";"3.Artigos de residência";"-0,39";"4,0591"
"outubro 2017";"4.Vestuário";"0,71";"5,9271"
"outubro 2017";"5101.Transporte público";"0,57";"4,7056"
"outubro 2017";"5102.Veículo próprio";"0,50";"8,1627"
"outubro 2017";"5104.Combustíveis (veículos)";"0,42";"5,2253"
"outubro 2017";"61.Produtos farmacêuticos e óticos";"0,40";"3,7449"
"outubro 2017";"62.Serviços de saúde";"0,76";"5,5880"
"outubro 2017";"63.Cuidados pessoais";"0,16";"2,6998"
"outubro 2017";"71.Serviços pessoais";"0,24";"6,8238"
"outubro 2017";"7201001.Cinema";"0,34";"0,1956"
"outubro 2017";"7201002.CD e DVD";"1,30";"0,0444"
"outubro 2017";"7201003.Ingresso para jogo";"0,26";"0,0097"
"outubro 2017";"7201006.Clube";"0,32";"0,1736"
"outubro 2017";"7201010.Instrumento musical";"-1,28";"0,0411"
"outubro 2017";"7201018.Tratamento de animais";"0,35";"0,2276"
"outubro 2017";"7201019.Bicicleta";"-0,36";"0,0936"
"outubro 2017";"7201020.Alimento para animais";"-0,49";"0,2773"
"outubro 2017";"7201023.Brinquedo";"0,22";"0,4279"
"outubro 2017";"7201052.Locação de DVD";"1,91";"0,1151"
"outubro 2017";"7201054.Boate e danceteria";"1,40";"0,2482"
"outubro 2017";"7201063.Jogos de azar";"0,00";"0,4607"
"outubro 2017";"7201068.Motel";"0,27";"0,0038"
"outubro 2017";"7201090.Hotel";"-0,63";"0,3232"
"outubro 2017";"7201095.Excursão";"0,98";"0,3332"
"outubro 2017";"7202.Fumo";"0,87";"1,0844"
"outubro 2017";"7203.Fotografia e filmagem";"1,00";"0,0747"
"outubro 2017";"8101.Cursos regulares";"0,00";"3,1502"
"outubro 2017";"8102.Leitura";"0,07";"0,5458"
"outubro 2017";"8103.Papelaria";"0,65";"0,3586"
"outubro 2017";"8104.Cursos diversos";"0,00";"0,8161"
"outubro 2017";"9.Comunicação";"0,40";"3,6719"
"novembro 2017";"Índice geral";"0,28";"100,0000"
"novembro 2017";"1.Alimentação e bebidas";"-0,38";"24,7108"
