"Tabela 2938 - IPCA - Variação mensal, acumulada no ano e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de julho/2006 até dezembro/2011)"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Brasil"
"Mês";"Geral, grupo, subgrupo, item e subitem";"IPCA - Variação mensal (%)";"IPCA - Peso mensal (%)"
"março 2009";"7202.Fumo";"1,66";"0,8530"
"março 2009";"7203.Fotografia e filmagem";"-0,54";"0,2363"
"março 2009";"8101.Cursos";"-0,60";"5,0268"
"março 2009";"8102.Leitura";"0,46";"0,7917"
"março 2009";"8103.Papelaria";"1,15";"0,3101"
"março 2009";"8104.Cursos diversos";"-0,31";"1,0917"
"março 2009";"9.Comunicação";"0,05";"5,8983"
"abril 2009";"Índice geral";"0,48";"100,0000"
"abril 2009";"1.Alimentação e bebidas";"0,15";"22,7948"
"abril 2009";"2101.Aluguel e taxas";"0,61";"6,3803"
"abril 2009";"2103.Reparos";"0,10";"1,5202"
"abril 2009";"2104.Artigos de limpeza";"0,32";"0,8041"
"abril 2009";"22.Combustíveis e energia";"1,24";"4,4210"
"abril 2009";"3.Artigos de residência";"-0,50";"4,2442"
"abril 2009";"4.Vestuário";"1,08";"6,5839"
"abril 2009";"5101.Transporte público";"0,10";"6,5713"
"abril 2009";"5102.Veículo próprio";"-0,18";"8,2618"
"abril 2009";"5104.Combustíveis (veículos)";"-0,69";"4,7144"
"abril 2009";"61.Produtos farmacêuticos e óticos";"2,55";"3,2817"
"abril 2009";"62.Serviços de saúde";"0,44";"5,1754"
"abril 2009";"63.Cuidados pessoais";"0,51";"2,3081"
"abril 2009";"71.Serviços pessoais";"1,55";"5,3365"
"abril 2009";"7201001.Cinema";"1,04";"0,2957"
"abril 2009";"7201003.Ingresso para jogo";"-5,93";"0,0659"
"abril 2009";"7201006.Clube";"0,31";"0,2067"
"abril 2009";"7201008.Disco laser";"-2,39";"0,2601"
"abril 2009";"7201010.Instrumento musical";"2,10";"0,0899"
"abril 2009";"7201018.Compra e tratamento de animais";"2,00";"0,0666"
"abril 2009";"7201019.Bicicleta";"0,30";"0,0814"
"abril 2009";"7201020.Alimento para animais";"0,19";"0,3533"
"abril 2009";"7201023.Brinquedo";"0,70";"0,4507"
"abril 2009";"7201052.Aluguel de DVD e fita de videocassete";"0,26";"0,2173"
"abril 2009";"7201054.Boate, danceteria e discoteca";"-0,79";"0,4108"
"abril 2009";"7201063.Jogos de azar";"0,00";"0,3897"
"abril 2009";"7201068.Motel";"0,16";"0,0885"
"abril 2009";"7201083.Material esportivo";"-1,97";"0,0045"
"abril 2009";"7201090.Hotel";"0,62";"0,3350"
"abril 2009";"7201095.Excursão";"-0,65";"0,1179"
"abril 2009";"7202.Fumo";"14,71";"0,8653"
"abril 2009";"7203.Fotografia e filmagem";"0,50";"0,2345"
"abril 2009";"8101.Cursos";"0,05";"4,9863"
"abril 2009";"8102.Leitura";"0,37";"0,7937"
"abril 2009";"8103.Papelaria";"0,38";"0,3131"
"abril 2009";"8104.Cursos diversos";"0,00";"1,0861"
"abril 2009";"9.Comunicação";"0,08";"5,8894"
"maio 2009";"Índice geral";"0,47";"100,0000"
"maio 2009";"1.Alimentação e bebidas";"0,44";"22,7187"
"maio 2009";"2101.Aluguel e taxas";"0,89";"6,3890"
"maio 2009";"2103.Reparos";"0,11";"1,5140"
"maio 2009";"2104.Artigos de limpeza";"0,52";"0,8028"
"maio 2009";"22.Combustíveis e energia";"0,73";"4,4538"
"maio 2009";"3.Artigos de residência";"0,05";"4,2022"
"maio 2009";"4.Vestuário";"1,16";"6,6230"
"maio 2009";"5101.Transporte público";"0,20";"6,5476"
"maio 2009";"5102.Veículo próprio";"0,04";"8,2073"
"maio 2009";"5104.Combustíveis (veículos)";"-1,12";"4,6589"
"maio 2009";"61.Produtos farmacêuticos e óticos";"1,15";"3,3493"
"maio 2009";"62.Serviços de saúde";"0,56";"5,1738"
"maio 2009";"63.Cuidados pessoais";"0,23";"2,3088"
"maio 2009";"71.Serviços pessoais";"0,86";"5,3933"
"maio 2009";"7201001.Cinema";"0,53";"0,2974"
"maio 2009";"7201003.Ingresso para jogo";"6,35";"0,0616"
"maio 2009";"7201006.Clube";"0,38";"0,2063"
"maio 2009";"7201008.Disco laser";"2,88";"0,2528"
"maio 2009";"7201010.Instrumento musical";"-0,79";"0,0913"
"maio 2009";"7201018.Compra e tratamento de animais";"0,52";"0,0676"
"maio 2009";"7201019.Bicicleta";"-0,11";"0,0811"
"maio 2009";"7201020.Alimento para animais";"1,05";"0,3522"
"maio 2009";"7201023.Brinquedo";"-1,19";"0,4515"
"maio 2009";"7201052.Aluguel de DVD e fita de videocassete";"-0,50";"0,2169"
"maio 2009";"7201054.Boate, danceteria e discoteca";"0,92";"0,4053"
"maio 2009";"7201063.Jogos de azar";"0,00";"0,3880"
"maio 2009";"7201068.Motel";"0,64";"0,0883"
"maio 2009";"7201083.Material esportivo";"-1,77";"0,0044"
"maio 2009";"7201090.Hotel";"0,98";"0,3354"
"maio 2009";"7201095.Excursão";"1,30";"0,1167"
"maio 2009";"7202.Fumo";"9,21";"0,9877"
"maio 2009";"7203.Fotografia e filmagem";"0,15";"0,2345"
"maio 2009";"8101.Cursos";"0,00";"4,9654"
"maio 2009";"8102.Leitura";"0,12";"0,7929"
"maio 2009";"8103.Papelaria";"0,51";"0,3127"
"maio 2009";"8104.Cursos diversos";"-0,01";"1,0808"
"maio 2009";"9.Comunicação";"-0,01";"5,8669"
"junho 2009";"Índice geral";"0,36";"100,0000"
"junho 2009";"1.Alimentação e bebidas";"0,70";"22,7119"
"junho 2009";"2101.Aluguel e taxas";"0,46";"6,4151"
"junho 2009";"2103.Reparos";"0,04";"1,5088"
"junho 2009";"2104.Artigos de limpeza";"0,63";"0,8032"
"junho 2009";"22.Combustíveis e energia";"0,00";"4,4649"
"junho 2009";"3.Artigos de residência";"0,84";"4,1849"
"junho 2009";"4.Vestuário";"0,53";"6,6680"
"junho 2009";"5101.Transporte público";"0,28";"6,5293"
"junho 2009";"5102.Veículo próprio";"-0,29";"8,1733"
"junho 2009";"5104.Combustíveis (veículos)";"0,18";"4,5854"
"junho 2009";"61.Produtos farmacêuticos e óticos";"0,46";"3,3714"
"junho 2009";"62.Serviços de saúde";"0,50";"5,1786"
"junho 2009";"63.Cuidados pessoais";"0,52";"2,3030"
"junho 2009";"71.Serviços pessoais";"0,61";"5,4146"
"junho 2009";"7201001.Cinema";"0,42";"0,2975"
"junho 2009";"7201003.Ingresso para jogo";"5,49";"0,0652"
"junho 2009";"7201006.Clube";"0,46";"0,2062"
"junho 2009";"7201008.Disco laser";"-0,30";"0,2588"
"junho 2009";"7201010.Instrumento musical";"1,99";"0,0902"
"junho 2009";"7201018.Compra e tratamento de animais";"0,96";"0,0677"
"junho 2009";"7201019.Bicicleta";"1,92";"0,0807"
"junho 2009";"7201020.Alimento para animais";"1,04";"0,3543"
"junho 2009";"7201023.Brinquedo";"1,98";"0,4441"
"junho 2009";"7201052.Aluguel de DVD e fita de videocassete";"0,44";"0,2148"
"junho 2009";"7201054.Boate, danceteria e discoteca";"-0,69";"0,4073"
"junho 2009";"7201063.Jogos de azar";"0,00";"0,3861"
"junho 2009";"7201068.Motel";"-0,83";"0,0884"
"junho 2009";"7201083.Material esportivo";"1,17";"0,0043"
"junho 2009";"7201090.Hotel";"0,69";"0,3372"
"junho 2009";"7201095.Excursão";"1,19";"0,1177"
"junho 2009";"7202.Fumo";"-0,28";"1,0739"
"junho 2009";"7203.Fotografia e filmagem";"-1,25";"0,2338"
"junho 2009";"8101.Cursos";"0,00";"4,9420"
"junho 2009";"8102.Leitura";"0,46";"0,7900"
"junho 2009";"8103.Papelaria";"-0,36";"0,3128"
"junho 2009";"8104.Cursos diversos";"0,00";"1,0758"
"junho 2009";"9.Comunicação";"-0,16";"5,8387"
"julho 2009";"Índice geral";"0,24";"100,0000"
"julho 2009";"1.Alimentação e bebidas";"-0,06";"22,7888"
"julho 2009";"2101.Aluguel e taxas";"0,33";"6,4212"
"julho 2009";"2103.Reparos";"0,57";"1,5038"
"julho 2009";"2104.Artigos de limpeza";"-0,04";"0,8053"
"julho 2009";"22.Combustíveis e energia";"2,61";"4,4491"
"julho 2009";"3.Artigos de residência";"0,37";"4,2047"
"julho 2009";"4.Vestuário";"-0,01";"6,6791"
"julho 2009";"5101.Transporte público";"0,05";"6,5249"
"julho 2009";"5102.Veículo próprio";"-0,07";"8,1191"
"julho 2009";"5104.Combustíveis (veículos)";"0,66";"4,5760"
"julho 2009";"61.Produtos farmacêuticos e óticos";"0,12";"3,3745"
"julho 2009";"62.Serviços de saúde";"0,48";"5,1856"
"julho 2009";"63.Cuidados pessoais";"0,22";"2,3062"
"julho 2009";"71.Serviços pessoais";"0,26";"5,4282"
"julho 2009";"7201001.Cinema";"0,04";"0,2977"
"julho 2009";"7201003.Ingresso para jogo";"2,46";"0,0685"
"julho 2009";"7201006.Clube";"0,15";"0,2065"
"julho 2009";"7201008.Disco laser";"-2,08";"0,2570"
"julho 2009";"7201010.Instrumento musical";"1,31";"0,0917"
"julho 2009";"7201018.Compra e tratamento de animais";"0,35";"0,0680"
"julho 2009";"7201019.Bicicleta";"-0,84";"0,0819"
"julho 2009";"7201020.Alimento para animais";"0,72";"0,3567"
"julho 2009";"7201023.Brinquedo";"1,22";"0,4513"
"julho 2009";"7201052.Aluguel de DVD e fita de videocassete";"1,15";"0,2150"
"julho 2009";"7201054.Boate, danceteria e discoteca";"-0,14";"0,4031"
"julho 2009";"7201063.Jogos de azar";"0,00";"0,3847"
"julho 2009";"7201068.Motel";"2,22";"0,0874"
"julho 2009";"7201083.Material esportivo";"0,08";"0,0044"
"julho 2009";"7201090.Hotel";"0,05";"0,3383"
"julho 2009";"7201095.Excursão";"2,02";"0,1187"
"julho 2009";"7202.Fumo";"0,00";"1,0670"
"julho 2009";"7203.Fotografia e filmagem";"0,17";"0,2301"
"julho 2009";"8101.Cursos";"0,00";"4,9240"
"julho 2009";"8102.Leitura";"0,35";"0,7907"
"julho 2009";"8103.Papelaria";"1,70";"0,3106"
"julho 2009";"8104.Cursos diversos";"0,00";"1,0721"
"julho 2009";"9.Comunicação";"-0,10";"5,8083"
"agosto 2009";"Índice geral";"0,15";"100,0000"
"agosto 2009";"1.Alimentação e bebidas";"-0,01";"22,7241"
"agosto 2009";"2101.Aluguel e taxas";"0,61";"6,4269"
"agosto 2009";"2103.Reparos";"-0,08";"1,5079"
"agosto 2009";"2104.Artigos de limpeza";"-0,30";"0,8032"
"agosto 2009";"22.Combustíveis e energia";"0,58";"4,5553"
"agosto 2009";"3.Artigos de residência";"-0,24";"4,2099"
"agosto 2009";"4.Vestuário";"0,13";"6,6631"
"agosto 2009";"5101.Transporte público";"-0,32";"6,5150"
"agosto 2009";"5102.Veículo próprio";"-0,12";"8,0909"
"agosto 2009";"5104.Combustíveis (veículos)";"0,23";"4,5946"
"agosto 2009";"61.Produtos farmacêuticos e óticos";"-0,05";"3,3712"
"agosto 2009";"62.Serviços de saúde";"0,49";"5,1983"
"agosto 2009";"63.Cuidados pessoais";"-0,01";"2,3061"
"agosto 2009";"71.Serviços pessoais";"0,48";"5,4288"
"agosto 2009";"7201001.Cinema";"0,12";"0,2971"
"agosto 2009";"7201003.Ingresso para jogo";"-0,51";"0,0701"
"agosto 2009";"7201006.Clube";"0,36";"0,2062"
"agosto 2009";"7201008.Disco laser";"-0,88";"0,2512"
"agosto 2009";"7201010.Instrumento musical";"-0,74";"0,0926"
"agosto 2009";"7201018.Compra e tratamento de animais";"1,14";"0,0680"
"agosto 2009";"7201019.Bicicleta";"1,50";"0,0811"
"agosto 2009";"7201020.Alimento para animais";"0,35";"0,3584"
"agosto 2009";"7201023.Brinquedo";"0,22";"0,4558"
"agosto 2009";"7201052.Aluguel de DVD e fita de videocassete";"-1,02";"0,2169"
"agosto 2009";"7201054.Boate, danceteria e discoteca";"1,26";"0,4014"
"agosto 2009";"7201063.Jogos de azar";"0,00";"0,3839"
"agosto 2009";"7201068.Motel";"1,63";"0,0891"
"agosto 2009";"7201083.Material esportivo";"-2,65";"0,0044"
"agosto 2009";"7201090.Hotel";"0,00";"0,3377"
"agosto 2009";"7201095.Excursão";"-6,99";"0,1206"
"agosto 2009";"7202.Fumo";"0,00";"1,0640"
"agosto 2009";"7203.Fotografia e filmagem";"1,25";"0,2298"
"agosto 2009";"8101.Cursos";"0,74";"4,9115"
"agosto 2009";"8102.Leitura";"0,29";"0,7916"
"agosto 2009";"8103.Papelaria";"-0,12";"0,3152"
"agosto 2009";"8104.Cursos diversos";"1,95";"1,0694"
"agosto 2009";"9.Comunicação";"-0,02";"5,7888"
"setembro 2009";"Índice geral";"0,24";"100,0000"
"setembro 2009";"1.Alimentação e bebidas";"-0,14";"22,6875"
"setembro 2009";"2101.Aluguel e taxas";"0,62";"6,4572"
"setembro 2009";"2103.Reparos";"0,18";"1,5043"
"setembro 2009";"2104.Artigos de limpeza";"0,02";"0,7997"
"setembro 2009";"22.Combustíveis e energia";"0,87";"4,5755"
"setembro 2009";"3.Artigos de residência";"-0,03";"4,1938"
"setembro 2009";"4.Vestuário";"0,58";"6,6616"
"setembro 2009";"5101.Transporte público";"0,15";"6,4852"
"setembro 2009";"5102.Veículo próprio";"0,45";"8,0697"
"setembro 2009";"5104.Combustíveis (veículos)";"0,11";"4,5989"
"setembro 2009";"61.Produtos farmacêuticos e óticos";"0,10";"3,3644"
"setembro 2009";"62.Serviços de saúde";"0,49";"5,2158"
"setembro 2009";"63.Cuidados pessoais";"0,16";"2,3024"
"setembro 2009";"71.Serviços pessoais";"0,70";"5,4467"
"setembro 2009";"7201001.Cinema";"0,70";"0,2970"
"setembro 2009";"7201003.Ingresso para jogo";"-1,96";"0,0697"
"setembro 2009";"7201006.Clube";"0,46";"0,2067"
"setembro 2009";"7201008.Disco laser";"1,59";"0,2486"
"setembro 2009";"7201010.Instrumento musical";"-0,30";"0,0918"
"setembro 2009";"7201018.Compra e tratamento de animais";"1,81";"0,0687"
"setembro 2009";"7201019.Bicicleta";"0,20";"0,0823"
"setembro 2009";"7201020.Alimento para animais";"-0,16";"0,3593"
"setembro 2009";"7201023.Brinquedo";"-0,19";"0,4562"
"setembro 2009";"7201052.Aluguel de DVD e fita de videocassete";"0,52";"0,2143"
"setembro 2009";"7201054.Boate, danceteria e discoteca";"-0,76";"0,4059"
"setembro 2009";"7201063.Jogos de azar";"3,13";"0,3834"
"setembro 2009";"7201068.Motel";"-0,07";"0,0904"
"setembro 2009";"7201083.Material esportivo";"4,75";"0,0042"
"setembro 2009";"7201090.Hotel";"1,17";"0,3373"
"setembro 2009";"7201095.Excursão";"-1,83";"0,1120"
"setembro 2009";"7202.Fumo";"0,00";"1,0625"
"setembro 2009";"7203.Fotografia e filmagem";"-0,95";"0,2323"
"setembro 2009";"8101.Cursos";"0,00";"4,9402"
"setembro 2009";"8102.Leitura";"0,11";"0,7927"
"setembro 2009";"8103.Papelaria";"0,57";"0,3144"
"setembro 2009";"8104.Cursos diversos";"0,22";"1,0886"
"setembro 2009";"9.Comunicação";"0,22";"5,7790"
"outubro 2009";"Índice geral";"0,28";"100,0000"
"outubro 2009";"1.Alimentação e bebidas";"-0,09";"22,6021"
"outubro 2009";"2101.Aluguel e taxas";"0,14";"6,4813"
"outubro 2009";"2103.Reparos";"0,18";"1,5033"
"outubro 2009";"2104.Artigos de limpeza";"-0,66";"0,7979"
"outubro 2009";"22.Combustíveis e energia";"0,68";"4,6042"
"outubro 2009";"3.Artigos de residência";"0,38";"4,1825"
"outubro 2009";"4.Vestuário";"0,64";"6,6835"
"outubro 2009";"5101.Transporte público";"-0,35";"6,4796"
"outubro 2009";"5102.Veículo próprio";"0,51";"8,0860"
"outubro 2009";"5104.Combustíveis (veículos)";"1,74";"4,5926"
"outubro 2009";"61.Produtos farmacêuticos e óticos";"-0,19";"3,3594"
"outubro 2009";"62.Serviços de saúde";"0,61";"5,2286"
"outubro 2009";"63.Cuidados pessoais";"0,30";"2,3003"
"outubro 2009";"71.Serviços pessoais";"0,32";"5,4712"
"outubro 2009";"7201001.Cinema";"0,66";"0,2984"
"outubro 2009";"7201003.Ingresso para jogo";"-0,01";"0,0681"
"outubro 2009";"7201006.Clube";"0,65";"0,2072"
"outubro 2009";"7201008.Disco laser";"-0,03";"0,2519"
"outubro 2009";"7201010.Instrumento musical";"-0,68";"0,0913"
"outubro 2009";"7201018.Compra e tratamento de animais";"0,26";"0,0697"
"outubro 2009";"7201019.Bicicleta";"-0,08";"0,0822"
"outubro 2009";"7201020.Alimento para animais";"0,20";"0,3578"
"outubro 2009";"7201023.Brinquedo";"0,05";"0,4542"
"outubro 2009";"7201052.Aluguel de DVD e fita de videocassete";"-0,66";"0,2149"
"outubro 2009";"7201054.Boate, danceteria e discoteca";"-0,95";"0,4018"
"outubro 2009";"7201063.Jogos de azar";"1,39";"0,3944"
"outubro 2009";"7201068.Motel";"0,89";"0,0901"
"outubro 2009";"7201083.Material esportivo";"3,55";"0,0044"
"outubro 2009";"7201090.Hotel";"-1,19";"0,3403"
"outubro 2009";"7201095.Excursão";"2,85";"0,1097"
"outubro 2009";"7202.Fumo";"0,00";"1,0600"
"outubro 2009";"7203.Fotografia e filmagem";"-0,33";"0,2295"
"outubro 2009";"8101.Cursos";"0,00";"4,9283"
"outubro 2009";"8102.Leitura";"0,15";"0,7917"
"outubro 2009";"8103.Papelaria";"0,61";"0,3154"
"outubro 2009";"8104.Cursos diversos";"0,00";"1,0883"
"outubro 2009";"9.Comunicação";"0,91";"5,7776"
"novembro 2009";"Índice geral";"0,41";"100,0000"
"novembro 2009";"1.Alimentação e bebidas";"0,58";"22,5182"
"novembro 2009";"2101.Aluguel e taxas";"0,02";"6,4724"
"novembro 2009";"2103.Reparos";"0,33";"1,5018"
"novembro 2009";"2104.Artigos de limpeza";"0,12";"0,7903"
"novembro 2009";"22.Combustíveis e energia";"0,40";"4,6222"
"novembro 2009";"3.Artigos de residência";"0,43";"4,1865"
"novembro 2009";"4.Vestuário";"0,58";"6,7077"
"novembro 2009";"5101.Transporte público";"0,64";"6,4382"
"novembro 2009";"5102.Veículo próprio";"0,30";"8,1046"
"novembro 2009";"5104.Combustíveis (veículos)";"1,12";"4,6591"
"novembro 2009";"61.Produtos farmacêuticos e óticos";"0,11";"3,3438"
"novembro 2009";"62.Serviços de saúde";"0,41";"5,2453"
"novembro 2009";"63.Cuidados pessoais";"0,03";"2,3007"
"novembro 2009";"71.Serviços pessoais";"0,57";"5,4734"
"novembro 2009";"7201001.Cinema";"-0,35";"0,2995"
"novembro 2009";"7201003.Ingresso para jogo";"0,45";"0,0679"
"novembro 2009";"7201006.Clube";"0,85";"0,2079"
"novembro 2009";"7201008.Disco laser";"1,80";"0,2512"
"novembro 2009";"7201010.Instrumento musical";"0,00";"0,0904"
"novembro 2009";"7201018.Compra e tratamento de animais";"-0,59";"0,0697"
"novembro 2009";"7201019.Bicicleta";"1,50";"0,0819"
"novembro 2009";"7201020.Alimento para animais";"0,57";"0,3575"
"novembro 2009";"7201023.Brinquedo";"0,50";"0,4531"
"novembro 2009";"7201052.Aluguel de DVD e fita de videocassete";"2,66";"0,2129"
"novembro 2009";"7201054.Boate, danceteria e discoteca";"1,61";"0,3969"
"novembro 2009";"7201063.Jogos de azar";"0,00";"0,3987"
"novembro 2009";"7201068.Motel";"-0,71";"0,0906"
"novembro 2009";"7201083.Material esportivo";"3,36";"0,0046"
"novembro 2009";"7201090.Hotel";"0,43";"0,3353"
"novembro 2009";"7201095.Excursão";"1,24";"0,1125"
"novembro 2009";"7202.Fumo";"0,00";"1,0569"
"novembro 2009";"7203.Fotografia e filmagem";"-0,37";"0,2281"
"novembro 2009";"8101.Cursos";"0,00";"4,9146"
"novembro 2009";"8102.Leitura";"-0,07";"0,7906"
"novembro 2009";"8103.Papelaria";"0,29";"0,3164"
"novembro 2009";"8104.Cursos diversos";"0,00";"1,0852"
"novembro 2009";"9.Comunicação";"0,01";"5,8134"
"dezembro 2009";"Índice geral";"0,37";"100,0000"
"dezembro 2009";"1.Alimentação e bebidas";"0,24";"22,5566"
"dezembro 2009";"2101.Aluguel e taxas";"0,44";"6,4467"
"dezembro 2009";"2103.Reparos";"0,47";"1,5001"
"dezembro 2009";"2104.Artigos de limpeza";"-0,28";"0,7880"
"dezembro 2009";"22.Combustíveis e energia";"-0,23";"4,6215"
"dezembro 2009";"3.Artigos de residência";"0,51";"4,1870"
"dezembro 2009";"4.Vestuário";"0,76";"6,7187"
"dezembro 2009";"5101.Transporte público";"1,97";"6,4532"
"dezembro 2009";"5102.Veículo próprio";"0,14";"8,0956"
"dezembro 2009";"5104.Combustíveis (veículos)";"0,24";"4,6914"
"dezembro 2009";"61.Produtos farmacêuticos e óticos";"0,07";"3,3336"
"dezembro 2009";"62.Serviços de saúde";"0,43";"5,2451"
"dezembro 2009";"63.Cuidados pessoais";"0,04";"2,2918"
"dezembro 2009";"71.Serviços pessoais";"0,40";"5,4819"
"dezembro 2009";"7201001.Cinema";"0,65";"0,2973"
"dezembro 2009";"7201003.Ingresso para jogo";"-0,05";"0,0679"
"dezembro 2009";"7201006.Clube";"0,19";"0,2088"
"dezembro 2009";"7201008.Disco laser";"1,53";"0,2547"
"dezembro 2009";"7201010.Instrumento musical";"-0,29";"0,0900"
"dezembro 2009";"7201018.Compra e tratamento de animais";"-0,65";"0,0690"
"dezembro 2009";"7201019.Bicicleta";"0,00";"0,0828"
"dezembro 2009";"7201020.Alimento para animais";"-0,24";"0,3581"
"dezembro 2009";"7201023.Brinquedo";"-0,16";"0,4534"
"dezembro 2009";"7201052.Aluguel de DVD e fita de videocassete";"-0,96";"0,2176"
"dezembro 2009";"7201054.Boate, danceteria e discoteca";"2,29";"0,4015"
"dezembro 2009";"7201063.Jogos de azar";"0,00";"0,3972"
"dezembro 2009";"7201068.Motel";"3,94";"0,0897"
"dezembro 2009";"7201083.Material esportivo";"2,20";"0,0047"
"dezembro 2009";"7201090.Hotel";"0,94";"0,3353"
"dezembro 2009";"7201095.Excursão";"7,80";"0,1135"
"dezembro 2009";"7202.Fumo";"0,00";"1,0526"
"dezembro 2009";"7203.Fotografia e filmagem";"-0,55";"0,2264"
"dezembro 2009";"8101.Cursos";"0,00";"4,8944"
"dezembro 2009";"8102.Leitura";"0,66";"0,7868"
"dezembro 2009";"8103.Papelaria";"0,57";"0,3161"
"dezembro 2009";"8104.Cursos diversos";"0,00";"1,0807"
"dezembro 2009";"9.Comunicação";"-0,11";"5,7905"
"janeiro 2010";"Índice geral";"0,75";"100,0000"
"janeiro 2010";"1.Alimentação e bebidas";"1,13";"22,5276"
"janeiro 2010";"2101.Aluguel e taxas";"0,23";"6,4513"
"janeiro 2010";"2103.Reparos";"0,53";"1,5014"
"janeiro 2010";"2104.Artigos de limpeza";"0,33";"0,7829"
"janeiro 2010";"22.Combustíveis e energia";"0,23";"4,5942"
"janeiro 2010";"3.Artigos de residência";"0,41";"4,1929"
"janeiro 2010";"4.Vestuário";"0,31";"6,7445"
"janeiro 2010";"5101.Transporte público";"2,62";"6,5556"
"janeiro 2010";"5102.Veículo próprio";"0,13";"8,0767"
"janeiro 2010";"5104.Combustíveis (veículos)";"2,08";"4,6855"
"janeiro 2010";"61.Produtos farmacêuticos e óticos";"0,02";"3,3237"
"janeiro 2010";"62.Serviços de saúde";"0,84";"5,2477"
"janeiro 2010";"63.Cuidados pessoais";"-0,26";"2,2842"
"janeiro 2010";"71.Serviços pessoais";"0,77";"5,4829"
"janeiro 2010";"7201001.Cinema";"-0,63";"0,2981"
"janeiro 2010";"7201003.Ingresso para jogo";"0,53";"0,0677"
"janeiro 2010";"7201006.Clube";"1,61";"0,2084"
"janeiro 2010";"7201008.Disco laser";"-0,98";"0,2576"
"janeiro 2010";"7201010.Instrumento musical";"-0,98";"0,0894"
"janeiro 2010";"7201018.Compra e tratamento de animais";"2,03";"0,0684"
"janeiro 2010";"7201019.Bicicleta";"0,80";"0,0825"
"janeiro 2010";"7201020.Alimento para animais";"0,39";"0,3560"
"janeiro 2010";"7201023.Brinquedo";"1,72";"0,4510"
"janeiro 2010";"7201052.Aluguel de DVD e fita de videocassete";"-0,41";"0,2147"
"janeiro 2010";"7201054.Boate, danceteria e discoteca";"2,50";"0,4093"
"janeiro 2010";"7201063.Jogos de azar";"0,00";"0,3958"
"janeiro 2010";"7201068.Motel";"1,50";"0,0928"
"janeiro 2010";"7201083.Material esportivo";"-0,85";"0,0048"
"janeiro 2010";"7201090.Hotel";"2,60";"0,3373"
"janeiro 2010";"7201095.Excursão";"4,93";"0,1218"
"janeiro 2010";"7202.Fumo";"0,00";"1,0488"
"janeiro 2010";"7203.Fotografia e filmagem";"1,32";"0,2243"
"janeiro 2010";"8101.Cursos";"0,23";"4,8757"
"janeiro 2010";"8102.Leitura";"0,76";"0,7891"
"janeiro 2010";"8103.Papelaria";"0,44";"0,3167"
"janeiro 2010";"8104.Cursos diversos";"0,00";"1,0765"
"janeiro 2010";"9.Comunicação";"0,00";"5,7624"
"fevereiro 2010";"Índice geral";"0,78";"100,0000"
"fevereiro 2010";"1.Alimentação e bebidas";"0,96";"22,6143"
"fevereiro 2010";"2101.Aluguel e taxas";"0,46";"6,4176"
"fevereiro 2010";"2103.Reparos";"0,46";"1,4986"
"fevereiro 2010";"2104.Artigos de limpeza";"-0,08";"0,7799"
"fevereiro 2010";"22.Combustíveis e energia";"0,13";"4,5709"
"fevereiro 2010";"3.Artigos de residência";"0,36";"4,1789"
"fevereiro 2010";"4.Vestuário";"-0,52";"6,7165"
"fevereiro 2010";"5101.Transporte público";"1,38";"6,6762"
"fevereiro 2010";"5102.Veículo próprio";"0,10";"8,0270"
"fevereiro 2010";"5104.Combustíveis (veículos)";"1,14";"4,7485"
"fevereiro 2010";"61.Produtos farmacêuticos e óticos";"-0,16";"3,3002"
"fevereiro 2010";"62.Serviços de saúde";"0,60";"5,2522"
"fevereiro 2010";"63.Cuidados pessoais";"-0,05";"2,2619"
"fevereiro 2010";"71.Serviços pessoais";"0,80";"5,4845"
"fevereiro 2010";"7201001.Cinema";"0,46";"0,2939"
"fevereiro 2010";"7201003.Ingresso para jogo";"0,21";"0,0677"
"fevereiro 2010";"7201006.Clube";"4,17";"0,2102"
"fevereiro 2010";"7201008.Disco laser";"-2,16";"0,2532"
"fevereiro 2010";"7201010.Instrumento musical";"1,12";"0,0878"
"fevereiro 2010";"7201018.Compra e tratamento de animais";"0,69";"0,0693"
"fevereiro 2010";"7201019.Bicicleta";"0,28";"0,0827"
"fevereiro 2010";"7201020.Alimento para animais";"0,26";"0,3547"
"fevereiro 2010";"7201023.Brinquedo";"-0,52";"0,4555"
"fevereiro 2010";"7201052.Aluguel de DVD e fita de videocassete";"0,66";"0,2122"
"fevereiro 2010";"7201054.Boate, danceteria e discoteca";"-0,62";"0,4165"
"fevereiro 2010";"7201063.Jogos de azar";"0,00";"0,3926"
"fevereiro 2010";"7201068.Motel";"-1,84";"0,0935"
"fevereiro 2010";"7201083.Material esportivo";"3,40";"0,0047"
"fevereiro 2010";"7201090.Hotel";"0,78";"0,3437"
"fevereiro 2010";"7201095.Excursão";"-4,68";"0,1267"
"fevereiro 2010";"7202.Fumo";"0,00";"1,0405"
"fevereiro 2010";"7203.Fotografia e filmagem";"-0,92";"0,2255"
"fevereiro 2010";"8101.Cursos";"5,38";"4,8501"
"fevereiro 2010";"8102.Leitura";"0,48";"0,7890"
"fevereiro 2010";"8103.Papelaria";"0,56";"0,3157"
"fevereiro 2010";"8104.Cursos diversos";"4,79";"1,0686"
"fevereiro 2010";"9.Comunicação";"0,03";"5,7188"
