"Tabela 2938 - IPCA - Variação mensal, acumulada no ano e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de julho/2006 até dezembro/2011)"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Brasil"
"Mês";"Geral, grupo, subgrupo, item e subitem";"IPCA - Variação mensal (%)";"IPCA - Peso mensal (%)"
"maio 2007";"7201008.Disco laser";"0,77";"0,2797"
"maio 2007";"7201010.Instrumento musical";"-0,88";"0,0953"
"maio 2007";"7201018.Compra e tratamento de animais";"0,04";"0,0681"
"maio 2007";"7201019.Bicicleta";"0,60";"0,0850"
"maio 2007";"7201020.Alimento para animais";"0,76";"0,3281"
"maio 2007";"7201023.Brinquedo";"-0,08";"0,4581"
"maio 2007";"7201052.Aluguel de DVD e fita de videocassete";"-0,18";"0,2384"
"maio 2007";"7201054.Boate, danceteria e discoteca";"2,15";"0,4449"
"maio 2007";"7201063.Jogos de azar";"0,00";"0,4212"
"maio 2007";"7201068.Motel";"0,60";"0,0843"
"maio 2007";"7201083.Material esportivo";"-3,84";"0,0051"
"maio 2007";"7201090.Hotel";"0,79";"0,3007"
"maio 2007";"7201095.Excursão";"-0,24";"0,1128"
"maio 2007";"7202.Fumo";"2,08";"0,8117"
"maio 2007";"7203.Fotografia e filmagem";"-0,09";"0,2534"
"maio 2007";"8101.Cursos";"0,00";"4,9646"
"maio 2007";"8102.Leitura";"0,60";"0,8188"
"maio 2007";"8103.Papelaria";"-0,16";"0,3287"
"maio 2007";"8104.Cursos diversos";"0,00";"1,0733"
"maio 2007";"9.Comunicação";"0,07";"6,3241"
"junho 2007";"Índice geral";"0,28";"100,0000"
"junho 2007";"1.Alimentação e bebidas";"1,09";"20,6940"
"junho 2007";"2101.Aluguel e taxas";"0,45";"6,3262"
"junho 2007";"2103.Reparos";"0,28";"1,4194"
"junho 2007";"2104.Artigos de limpeza";"0,18";"0,7821"
"junho 2007";"22.Combustíveis e energia";"-0,01";"4,9887"
"junho 2007";"3.Artigos de residência";"-0,65";"4,5959"
"junho 2007";"4.Vestuário";"0,91";"6,5106"
"junho 2007";"5101.Transporte público";"-0,02";"6,5788"
"junho 2007";"5102.Veículo próprio";"0,08";"8,9468"
"junho 2007";"5104.Combustíveis (veículos)";"-1,69";"5,2340"
"junho 2007";"61.Produtos farmacêuticos e óticos";"-0,29";"3,4320"
"junho 2007";"62.Serviços de saúde";"0,61";"5,0598"
"junho 2007";"63.Cuidados pessoais";"0,59";"2,3262"
"junho 2007";"71.Serviços pessoais";"0,71";"5,0516"
"junho 2007";"7201001.Cinema";"0,96";"0,3104"
"junho 2007";"7201003.Ingresso para jogo";"0,45";"0,0522"
"junho 2007";"7201006.Clube";"0,35";"0,2035"
"junho 2007";"7201008.Disco laser";"-0,27";"0,2811"
"junho 2007";"7201010.Instrumento musical";"0,18";"0,0942"
"junho 2007";"7201018.Compra e tratamento de animais";"0,11";"0,0680"
"junho 2007";"7201019.Bicicleta";"-0,22";"0,0853"
"junho 2007";"7201020.Alimento para animais";"-0,06";"0,3297"
"junho 2007";"7201023.Brinquedo";"1,44";"0,4564"
"junho 2007";"7201052.Aluguel de DVD e fita de videocassete";"1,08";"0,2373"
"junho 2007";"7201054.Boate, danceteria e discoteca";"-3,50";"0,4531"
"junho 2007";"7201063.Jogos de azar";"0,05";"0,4201"
"junho 2007";"7201068.Motel";"-0,90";"0,0845"
"junho 2007";"7201083.Material esportivo";"2,54";"0,0049"
"junho 2007";"7201090.Hotel";"0,62";"0,3021"
"junho 2007";"7201095.Excursão";"1,28";"0,1122"
"junho 2007";"7202.Fumo";"0,94";"0,8264"
"junho 2007";"7203.Fotografia e filmagem";"-0,93";"0,2525"
"junho 2007";"8101.Cursos";"0,00";"4,9507"
"junho 2007";"8102.Leitura";"0,28";"0,8214"
"junho 2007";"8103.Papelaria";"0,35";"0,3273"
"junho 2007";"8104.Cursos diversos";"-0,03";"1,0701"
"junho 2007";"9.Comunicação";"-0,05";"6,3106"
"julho 2007";"Índice geral";"0,24";"100,0000"
"julho 2007";"1.Alimentação e bebidas";"1,27";"20,8631"
"julho 2007";"2101.Aluguel e taxas";"0,08";"6,3360"
"julho 2007";"2103.Reparos";"0,41";"1,4193"
"julho 2007";"2104.Artigos de limpeza";"0,24";"0,7814"
"julho 2007";"22.Combustíveis e energia";"-2,28";"4,9745"
"julho 2007";"3.Artigos de residência";"-0,39";"4,5532"
"julho 2007";"4.Vestuário";"-0,16";"6,5525"
"julho 2007";"5101.Transporte público";"0,29";"6,5593"
"julho 2007";"5102.Veículo próprio";"0,15";"8,9276"
"julho 2007";"5104.Combustíveis (veículos)";"-0,98";"5,1303"
"julho 2007";"61.Produtos farmacêuticos e óticos";"-0,22";"3,4128"
"julho 2007";"62.Serviços de saúde";"0,63";"5,0764"
"julho 2007";"63.Cuidados pessoais";"0,47";"2,3338"
"julho 2007";"71.Serviços pessoais";"0,79";"5,0732"
"julho 2007";"7201001.Cinema";"0,16";"0,3125"
"julho 2007";"7201003.Ingresso para jogo";"1,33";"0,0523"
"julho 2007";"7201006.Clube";"0,17";"0,2036"
"julho 2007";"7201008.Disco laser";"-0,98";"0,2796"
"julho 2007";"7201010.Instrumento musical";"-0,37";"0,0941"
"julho 2007";"7201018.Compra e tratamento de animais";"2,81";"0,0679"
"julho 2007";"7201019.Bicicleta";"-0,26";"0,0849"
"julho 2007";"7201020.Alimento para animais";"0,58";"0,3286"
"julho 2007";"7201023.Brinquedo";"-0,24";"0,4617"
"julho 2007";"7201052.Aluguel de DVD e fita de videocassete";"-0,25";"0,2392"
"julho 2007";"7201054.Boate, danceteria e discoteca";"-0,03";"0,4359"
"julho 2007";"7201063.Jogos de azar";"0,00";"0,4191"
"julho 2007";"7201068.Motel";"0,21";"0,0835"
"julho 2007";"7201083.Material esportivo";"1,69";"0,0050"
"julho 2007";"7201090.Hotel";"0,31";"0,3031"
"julho 2007";"7201095.Excursão";"2,15";"0,1132"
"julho 2007";"7202.Fumo";"0,88";"0,8317"
"julho 2007";"7203.Fotografia e filmagem";"-0,49";"0,2494"
"julho 2007";"8101.Cursos";"0,00";"4,9364"
"julho 2007";"8102.Leitura";"0,10";"0,8214"
"julho 2007";"8103.Papelaria";"0,78";"0,3276"
"julho 2007";"8104.Cursos diversos";"0,11";"1,0667"
"julho 2007";"9.Comunicação";"0,42";"6,2892"
"agosto 2007";"Índice geral";"0,47";"100,0000"
"agosto 2007";"1.Alimentação e bebidas";"1,39";"21,0761"
"agosto 2007";"2101.Aluguel e taxas";"0,24";"6,3275"
"agosto 2007";"2103.Reparos";"0,49";"1,4222"
"agosto 2007";"2104.Artigos de limpeza";"0,18";"0,7811"
"agosto 2007";"22.Combustíveis e energia";"-0,35";"4,8480"
"agosto 2007";"3.Artigos de residência";"0,08";"4,5247"
"agosto 2007";"4.Vestuário";"-0,03";"6,5252"
"agosto 2007";"5101.Transporte público";"0,37";"6,5623"
"agosto 2007";"5102.Veículo próprio";"0,45";"8,9229"
"agosto 2007";"5104.Combustíveis (veículos)";"-1,06";"5,0686"
"agosto 2007";"61.Produtos farmacêuticos e óticos";"-0,04";"3,3965"
"agosto 2007";"62.Serviços de saúde";"0,50";"5,0964"
"agosto 2007";"63.Cuidados pessoais";"0,40";"2,3386"
"agosto 2007";"71.Serviços pessoais";"0,62";"5,1018"
"agosto 2007";"7201001.Cinema";"0,04";"0,3124"
"agosto 2007";"7201003.Ingresso para jogo";"0,50";"0,0528"
"agosto 2007";"7201006.Clube";"0,48";"0,2035"
"agosto 2007";"7201008.Disco laser";"1,08";"0,2760"
"agosto 2007";"7201010.Instrumento musical";"-0,81";"0,0936"
"agosto 2007";"7201018.Compra e tratamento de animais";"-0,03";"0,0696"
"agosto 2007";"7201019.Bicicleta";"0,21";"0,0843"
"agosto 2007";"7201020.Alimento para animais";"-0,29";"0,3296"
"agosto 2007";"7201023.Brinquedo";"1,43";"0,4594"
"agosto 2007";"7201052.Aluguel de DVD e fita de videocassete";"0,28";"0,2381"
"agosto 2007";"7201054.Boate, danceteria e discoteca";"2,05";"0,4349"
"agosto 2007";"7201063.Jogos de azar";"0,00";"0,4181"
"agosto 2007";"7201068.Motel";"1,37";"0,0835"
"agosto 2007";"7201083.Material esportivo";"-1,54";"0,0051"
"agosto 2007";"7201090.Hotel";"0,83";"0,3032"
"agosto 2007";"7201095.Excursão";"-1,39";"0,1156"
"agosto 2007";"7202.Fumo";"0,08";"0,8375"
"agosto 2007";"7203.Fotografia e filmagem";"1,38";"0,2477"
"agosto 2007";"8101.Cursos";"0,49";"4,9264"
"agosto 2007";"8102.Leitura";"-0,01";"0,8205"
"agosto 2007";"8103.Papelaria";"-0,11";"0,3293"
"agosto 2007";"8104.Cursos diversos";"0,27";"1,0655"
"agosto 2007";"9.Comunicação";"0,71";"6,3014"
"setembro 2007";"Índice geral";"0,18";"100,0000"
"setembro 2007";"1.Alimentação e bebidas";"0,44";"21,2657"
"setembro 2007";"2101.Aluguel e taxas";"0,88";"6,3144"
"setembro 2007";"2103.Reparos";"0,87";"1,4226"
"setembro 2007";"2104.Artigos de limpeza";"0,11";"0,7787"
"setembro 2007";"22.Combustíveis e energia";"0,06";"4,8081"
"setembro 2007";"3.Artigos de residência";"0,17";"4,5070"
"setembro 2007";"4.Vestuário";"0,45";"6,4917"
"setembro 2007";"5101.Transporte público";"0,10";"6,5542"
"setembro 2007";"5102.Veículo próprio";"0,02";"8,9229"
"setembro 2007";"5104.Combustíveis (veículos)";"-0,82";"4,9929"
"setembro 2007";"61.Produtos farmacêuticos e óticos";"0,30";"3,3789"
"setembro 2007";"62.Serviços de saúde";"0,70";"5,0975"
"setembro 2007";"63.Cuidados pessoais";"-0,36";"2,3365"
"setembro 2007";"71.Serviços pessoais";"0,17";"5,1093"
"setembro 2007";"7201001.Cinema";"0,63";"0,3111"
"setembro 2007";"7201003.Ingresso para jogo";"0,13";"0,0528"
"setembro 2007";"7201006.Clube";"0,51";"0,2036"
"setembro 2007";"7201008.Disco laser";"-1,03";"0,2776"
"setembro 2007";"7201010.Instrumento musical";"1,61";"0,0924"
"setembro 2007";"7201018.Compra e tratamento de animais";"-0,54";"0,0693"
"setembro 2007";"7201019.Bicicleta";"0,56";"0,0840"
"setembro 2007";"7201020.Alimento para animais";"-0,67";"0,3271"
"setembro 2007";"7201023.Brinquedo";"1,13";"0,4637"
"setembro 2007";"7201052.Aluguel de DVD e fita de videocassete";"-1,03";"0,2376"
"setembro 2007";"7201054.Boate, danceteria e discoteca";"0,96";"0,4418"
"setembro 2007";"7201063.Jogos de azar";"0,00";"0,4161"
"setembro 2007";"7201068.Motel";"0,30";"0,0842"
"setembro 2007";"7201083.Material esportivo";"-1,90";"0,0050"
"setembro 2007";"7201090.Hotel";"0,57";"0,3043"
"setembro 2007";"7201095.Excursão";"-1,16";"0,1135"
"setembro 2007";"7202.Fumo";"0,00";"0,8343"
"setembro 2007";"7203.Fotografia e filmagem";"-1,06";"0,2500"
"setembro 2007";"8101.Cursos";"-0,01";"4,9280"
"setembro 2007";"8102.Leitura";"0,18";"0,8166"
"setembro 2007";"8103.Papelaria";"-0,51";"0,3274"
"setembro 2007";"8104.Cursos diversos";"-0,64";"1,0633"
"setembro 2007";"9.Comunicação";"-0,53";"6,3161"
"outubro 2007";"Índice geral";"0,30";"100,0000"
"outubro 2007";"1.Alimentação e bebidas";"0,52";"21,3203"
"outubro 2007";"2101.Aluguel e taxas";"0,64";"6,3591"
"outubro 2007";"2103.Reparos";"1,12";"1,4322"
"outubro 2007";"2104.Artigos de limpeza";"-0,29";"0,7781"
"outubro 2007";"22.Combustíveis e energia";"-1,19";"4,8024"
"outubro 2007";"3.Artigos de residência";"0,10";"4,5067"
"outubro 2007";"4.Vestuário";"0,72";"6,5094"
"outubro 2007";"5101.Transporte público";"0,07";"6,5492"
"outubro 2007";"5102.Veículo próprio";"0,07";"8,9094"
"outubro 2007";"5104.Combustíveis (veículos)";"0,28";"4,9430"
"outubro 2007";"61.Produtos farmacêuticos e óticos";"0,35";"3,3831"
"outubro 2007";"62.Serviços de saúde";"0,57";"5,1237"
"outubro 2007";"63.Cuidados pessoais";"0,51";"2,3236"
"outubro 2007";"71.Serviços pessoais";"0,65";"5,1089"
"outubro 2007";"7201001.Cinema";"0,12";"0,3125"
"outubro 2007";"7201003.Ingresso para jogo";"0,24";"0,0527"
"outubro 2007";"7201006.Clube";"0,19";"0,2044"
"outubro 2007";"7201008.Disco laser";"0,17";"0,2742"
"outubro 2007";"7201010.Instrumento musical";"2,28";"0,0937"
"outubro 2007";"7201018.Compra e tratamento de animais";"0,91";"0,0688"
"outubro 2007";"7201019.Bicicleta";"-0,40";"0,0843"
"outubro 2007";"7201020.Alimento para animais";"1,67";"0,3243"
"outubro 2007";"7201023.Brinquedo";"1,86";"0,4681"
"outubro 2007";"7201052.Aluguel de DVD e fita de videocassete";"-0,49";"0,2347"
"outubro 2007";"7201054.Boate, danceteria e discoteca";"0,75";"0,4453"
"outubro 2007";"7201063.Jogos de azar";"0,00";"0,4153"
"outubro 2007";"7201068.Motel";"0,96";"0,0844"
"outubro 2007";"7201083.Material esportivo";"1,35";"0,0049"
"outubro 2007";"7201090.Hotel";"0,86";"0,3056"
"outubro 2007";"7201095.Excursão";"1,10";"0,1120"
"outubro 2007";"7202.Fumo";"0,00";"0,8328"
"outubro 2007";"7203.Fotografia e filmagem";"-0,41";"0,2469"
"outubro 2007";"8101.Cursos";"0,00";"4,9186"
"outubro 2007";"8102.Leitura";"0,28";"0,8165"
"outubro 2007";"8103.Papelaria";"-0,59";"0,3251"
"outubro 2007";"8104.Cursos diversos";"0,02";"1,0547"
"outubro 2007";"9.Comunicação";"0,05";"6,2709"
"novembro 2007";"Índice geral";"0,38";"100,0000"
"novembro 2007";"1.Alimentação e bebidas";"0,73";"21,3658"
"novembro 2007";"2101.Aluguel e taxas";"0,57";"6,3812"
"novembro 2007";"2103.Reparos";"0,92";"1,4443"
"novembro 2007";"2104.Artigos de limpeza";"-0,15";"0,7735"
"novembro 2007";"22.Combustíveis e energia";"0,14";"4,7310"
"novembro 2007";"3.Artigos de residência";"-0,46";"4,4977"
"novembro 2007";"4.Vestuário";"0,55";"6,5361"
"novembro 2007";"5101.Transporte público";"0,07";"6,5339"
"novembro 2007";"5102.Veículo próprio";"0,30";"8,8906"
"novembro 2007";"5104.Combustíveis (veículos)";"0,94";"4,9422"
"novembro 2007";"61.Produtos farmacêuticos e óticos";"0,54";"3,3847"
"novembro 2007";"62.Serviços de saúde";"0,57";"5,1378"
"novembro 2007";"63.Cuidados pessoais";"-0,40";"2,3281"
"novembro 2007";"71.Serviços pessoais";"0,64";"5,1270"
"novembro 2007";"7201001.Cinema";"-0,67";"0,3120"
"novembro 2007";"7201003.Ingresso para jogo";"-0,07";"0,0527"
"novembro 2007";"7201006.Clube";"0,44";"0,2043"
"novembro 2007";"7201008.Disco laser";"-0,45";"0,2739"
"novembro 2007";"7201010.Instrumento musical";"-1,21";"0,0956"
"novembro 2007";"7201018.Compra e tratamento de animais";"1,27";"0,0692"
"novembro 2007";"7201019.Bicicleta";"-0,03";"0,0837"
"novembro 2007";"7201020.Alimento para animais";"0,01";"0,3288"
"novembro 2007";"7201023.Brinquedo";"0,41";"0,4754"
"novembro 2007";"7201052.Aluguel de DVD e fita de videocassete";"-0,87";"0,2329"
"novembro 2007";"7201054.Boate, danceteria e discoteca";"-1,43";"0,4475"
"novembro 2007";"7201063.Jogos de azar";"0,00";"0,4140"
"novembro 2007";"7201068.Motel";"0,24";"0,0849"
"novembro 2007";"7201083.Material esportivo";"0,86";"0,0050"
"novembro 2007";"7201090.Hotel";"-0,59";"0,3074"
"novembro 2007";"7201095.Excursão";"1,87";"0,1129"
"novembro 2007";"7202.Fumo";"1,08";"0,8305"
"novembro 2007";"7203.Fotografia e filmagem";"0,32";"0,2452"
"novembro 2007";"8101.Cursos";"0,00";"4,9043"
"novembro 2007";"8102.Leitura";"0,37";"0,8164"
"novembro 2007";"8103.Papelaria";"-0,42";"0,3221"
"novembro 2007";"8104.Cursos diversos";"-0,01";"1,0519"
"novembro 2007";"9.Comunicação";"0,01";"6,2555"
"dezembro 2007";"Índice geral";"0,74";"100,0000"
"dezembro 2007";"1.Alimentação e bebidas";"2,06";"21,4407"
"dezembro 2007";"2101.Aluguel e taxas";"0,48";"6,3930"
"dezembro 2007";"2103.Reparos";"0,36";"1,4523"
"dezembro 2007";"2104.Artigos de limpeza";"0,15";"0,7694"
"dezembro 2007";"22.Combustíveis e energia";"-0,33";"4,7197"
"dezembro 2007";"3.Artigos de residência";"-0,43";"4,4600"
"dezembro 2007";"4.Vestuário";"0,72";"6,5473"
"dezembro 2007";"5101.Transporte público";"0,50";"6,5133"
"dezembro 2007";"5102.Veículo próprio";"0,37";"8,8840"
"dezembro 2007";"5104.Combustíveis (veículos)";"1,58";"4,9700"
"dezembro 2007";"61.Produtos farmacêuticos e óticos";"-0,86";"3,3901"
"dezembro 2007";"62.Serviços de saúde";"0,55";"5,1475"
"dezembro 2007";"63.Cuidados pessoais";"0,05";"2,3103"
"dezembro 2007";"71.Serviços pessoais";"0,68";"5,1401"
"dezembro 2007";"7201001.Cinema";"0,95";"0,3087"
"dezembro 2007";"7201003.Ingresso para jogo";"0,00";"0,0524"
"dezembro 2007";"7201006.Clube";"0,60";"0,2043"
"dezembro 2007";"7201008.Disco laser";"-0,59";"0,2716"
"dezembro 2007";"7201010.Instrumento musical";"-1,93";"0,0941"
"dezembro 2007";"7201018.Compra e tratamento de animais";"0,48";"0,0699"
"dezembro 2007";"7201019.Bicicleta";"0,48";"0,0833"
"dezembro 2007";"7201020.Alimento para animais";"1,94";"0,3276"
"dezembro 2007";"7201023.Brinquedo";"0,39";"0,4755"
"dezembro 2007";"7201052.Aluguel de DVD e fita de videocassete";"0,39";"0,2300"
"dezembro 2007";"7201054.Boate, danceteria e discoteca";"2,32";"0,4394"
"dezembro 2007";"7201063.Jogos de azar";"0,00";"0,4126"
"dezembro 2007";"7201068.Motel";"1,74";"0,0848"
"dezembro 2007";"7201083.Material esportivo";"-0,65";"0,0050"
"dezembro 2007";"7201090.Hotel";"0,87";"0,3044"
"dezembro 2007";"7201095.Excursão";"3,55";"0,1146"
"dezembro 2007";"7202.Fumo";"3,53";"0,8364"
"dezembro 2007";"7203.Fotografia e filmagem";"1,33";"0,2451"
"dezembro 2007";"8101.Cursos";"0,00";"4,8858"
"dezembro 2007";"8102.Leitura";"0,28";"0,8164"
"dezembro 2007";"8103.Papelaria";"0,81";"0,3196"
"dezembro 2007";"8104.Cursos diversos";"-0,02";"1,0478"
"dezembro 2007";"9.Comunicação";"-0,03";"6,2329"
"janeiro 2008";"Índice geral";"0,54";"100,0000"
"janeiro 2008";"1.Alimentação e bebidas";"1,52";"21,7177"
"janeiro 2008";"2101.Aluguel e taxas";"0,40";"6,3783"
"janeiro 2008";"2103.Reparos";"0,35";"1,4476"
"janeiro 2008";"2104.Artigos de limpeza";"0,26";"0,7648"
"janeiro 2008";"22.Combustíveis e energia";"-0,26";"4,6692"
"janeiro 2008";"3.Artigos de residência";"0,16";"4,4087"
"janeiro 2008";"4.Vestuário";"-0,08";"6,5445"
"janeiro 2008";"5101.Transporte público";"0,93";"6,4969"
"janeiro 2008";"5102.Veículo próprio";"0,44";"8,8554"
"janeiro 2008";"5104.Combustíveis (veículos)";"-0,33";"5,0132"
"janeiro 2008";"61.Produtos farmacêuticos e óticos";"0,14";"3,3357"
"janeiro 2008";"62.Serviços de saúde";"0,59";"5,1380"
"janeiro 2008";"63.Cuidados pessoais";"0,41";"2,2940"
"janeiro 2008";"71.Serviços pessoais";"0,65";"5,1379"
"janeiro 2008";"7201001.Cinema";"-0,46";"0,3095"
"janeiro 2008";"7201003.Ingresso para jogo";"1,20";"0,0520"
"janeiro 2008";"7201006.Clube";"1,14";"0,2042"
"janeiro 2008";"7201008.Disco laser";"0,67";"0,2680"
"janeiro 2008";"7201010.Instrumento musical";"-0,84";"0,0917"
"janeiro 2008";"7201018.Compra e tratamento de animais";"-0,14";"0,0698"
"janeiro 2008";"7201019.Bicicleta";"-0,53";"0,0830"
"janeiro 2008";"7201020.Alimento para animais";"1,84";"0,3316"
"janeiro 2008";"7201023.Brinquedo";"0,25";"0,4739"
"janeiro 2008";"7201052.Aluguel de DVD e fita de videocassete";"-0,13";"0,2293"
"janeiro 2008";"7201054.Boate, danceteria e discoteca";"-0,41";"0,4466"
"janeiro 2008";"7201063.Jogos de azar";"0,00";"0,4095"
"janeiro 2008";"7201068.Motel";"-0,51";"0,0855"
"janeiro 2008";"7201083.Material esportivo";"-1,70";"0,0049"
"janeiro 2008";"7201090.Hotel";"1,10";"0,3049"
"janeiro 2008";"7201095.Excursão";"1,28";"0,1178"
"janeiro 2008";"7202.Fumo";"0,90";"0,8600"
"janeiro 2008";"7203.Fotografia e filmagem";"-0,13";"0,2466"
"janeiro 2008";"8101.Cursos";"0,08";"4,8509"
"janeiro 2008";"8102.Leitura";"0,96";"0,8128"
"janeiro 2008";"8103.Papelaria";"0,17";"0,3197"
"janeiro 2008";"8104.Cursos diversos";"0,19";"1,0401"
"janeiro 2008";"9.Comunicação";"-0,03";"6,1860"
"fevereiro 2008";"Índice geral";"0,49";"100,0000"
"fevereiro 2008";"1.Alimentação e bebidas";"0,60";"21,9248"
"fevereiro 2008";"2101.Aluguel e taxas";"0,21";"6,3706"
"fevereiro 2008";"2103.Reparos";"0,55";"1,4453"
"fevereiro 2008";"2104.Artigos de limpeza";"0,13";"0,7626"
"fevereiro 2008";"22.Combustíveis e energia";"0,10";"4,6314"
"fevereiro 2008";"3.Artigos de residência";"-0,11";"4,3922"
"fevereiro 2008";"4.Vestuário";"-0,54";"6,5040"
"fevereiro 2008";"5101.Transporte público";"0,71";"6,5197"
"fevereiro 2008";"5102.Veículo próprio";"0,41";"8,8485"
"fevereiro 2008";"5104.Combustíveis (veículos)";"-1,42";"4,9716"
"fevereiro 2008";"61.Produtos farmacêuticos e óticos";"0,28";"3,3220"
"fevereiro 2008";"62.Serviços de saúde";"0,44";"5,1400"
"fevereiro 2008";"63.Cuidados pessoais";"0,69";"2,2906"
"fevereiro 2008";"71.Serviços pessoais";"0,95";"5,1439"
"fevereiro 2008";"7201001.Cinema";"-0,25";"0,3065"
"fevereiro 2008";"7201003.Ingresso para jogo";"3,52";"0,0524"
"fevereiro 2008";"7201006.Clube";"0,82";"0,2054"
"fevereiro 2008";"7201008.Disco laser";"0,67";"0,2682"
"fevereiro 2008";"7201010.Instrumento musical";"-0,04";"0,0905"
"fevereiro 2008";"7201018.Compra e tratamento de animais";"-1,05";"0,0694"
"fevereiro 2008";"7201019.Bicicleta";"0,32";"0,0821"
"fevereiro 2008";"7201020.Alimento para animais";"0,95";"0,3359"
"fevereiro 2008";"7201023.Brinquedo";"-0,10";"0,4725"
"fevereiro 2008";"7201052.Aluguel de DVD e fita de videocassete";"-0,66";"0,2277"
"fevereiro 2008";"7201054.Boate, danceteria e discoteca";"-1,09";"0,4426"
"fevereiro 2008";"7201063.Jogos de azar";"0,00";"0,4072"
"fevereiro 2008";"7201068.Motel";"-0,29";"0,0846"
"fevereiro 2008";"7201083.Material esportivo";"-0,93";"0,0048"
"fevereiro 2008";"7201090.Hotel";"2,30";"0,3066"
"fevereiro 2008";"7201095.Excursão";"-2,46";"0,1186"
"fevereiro 2008";"7202.Fumo";"0,06";"0,8632"
"fevereiro 2008";"7203.Fotografia e filmagem";"-0,50";"0,2450"
"fevereiro 2008";"8101.Cursos";"4,09";"4,8287"
"fevereiro 2008";"8102.Leitura";"0,29";"0,8161"
"fevereiro 2008";"8103.Papelaria";"-0,65";"0,3185"
"fevereiro 2008";"8104.Cursos diversos";"4,33";"1,0365"
"fevereiro 2008";"9.Comunicação";"0,22";"6,1501"
"março 2008";"Índice geral";"0,48";"100,0000"
"março 2008";"1.Alimentação e bebidas";"0,89";"21,9473"
"março 2008";"2101.Aluguel e taxas";"0,55";"6,3540"
"março 2008";"2103.Reparos";"0,33";"1,4463"
"março 2008";"2104.Artigos de limpeza";"0,11";"0,7598"
"março 2008";"22.Combustíveis e energia";"0,97";"4,6130"
"março 2008";"3.Artigos de residência";"-0,38";"4,3662"
"março 2008";"4.Vestuário";"0,75";"6,4369"
"março 2008";"5101.Transporte público";"0,23";"6,5340"
"março 2008";"5102.Veículo próprio";"0,33";"8,8433"
"março 2008";"5104.Combustíveis (veículos)";"0,83";"4,8781"
"março 2008";"61.Produtos farmacêuticos e óticos";"0,22";"3,3148"
"março 2008";"62.Serviços de saúde";"0,65";"5,1373"
"março 2008";"63.Cuidados pessoais";"0,55";"2,2948"
"março 2008";"71.Serviços pessoais";"0,04";"5,1677"
"março 2008";"7201001.Cinema";"0,29";"0,3043"
"março 2008";"7201003.Ingresso para jogo";"-1,09";"0,0539"
"março 2008";"7201006.Clube";"-0,20";"0,2062"
"março 2008";"7201008.Disco laser";"-0,43";"0,2686"
"março 2008";"7201010.Instrumento musical";"0,69";"0,0901"
"março 2008";"7201018.Compra e tratamento de animais";"0,58";"0,0684"
"março 2008";"7201019.Bicicleta";"0,28";"0,0819"
"março 2008";"7201020.Alimento para animais";"0,56";"0,3375"
"março 2008";"7201023.Brinquedo";"-0,01";"0,4697"
"março 2008";"7201052.Aluguel de DVD e fita de videocassete";"-0,24";"0,2251"
"março 2008";"7201054.Boate, danceteria e discoteca";"0,77";"0,4358"
"março 2008";"7201063.Jogos de azar";"0,00";"0,4052"
"março 2008";"7201068.Motel";"-0,46";"0,0839"
"março 2008";"7201083.Material esportivo";"0,48";"0,0047"
"março 2008";"7201090.Hotel";"0,43";"0,3122"
"março 2008";"7201095.Excursão";"-0,93";"0,1152"
"março 2008";"7202.Fumo";"0,00";"0,8598"
"março 2008";"7203.Fotografia e filmagem";"0,82";"0,2426"
"março 2008";"8101.Cursos";"0,24";"5,0023"
"março 2008";"8102.Leitura";"-0,02";"0,8145"
"março 2008";"8103.Papelaria";"1,59";"0,3149"
"março 2008";"8104.Cursos diversos";"0,01";"1,0762"
"março 2008";"9.Comunicação";"0,03";"6,1336"
"abril 2008";"Índice geral";"0,55";"100,0000"
"abril 2008";"1.Alimentação e bebidas";"1,29";"22,0366"
"abril 2008";"2101.Aluguel e taxas";"0,42";"6,3596"
"abril 2008";"2103.Reparos";"0,39";"1,4442"
"abril 2008";"2104.Artigos de limpeza";"1,41";"0,7569"
"abril 2008";"22.Combustíveis e energia";"-0,39";"4,6352"
"abril 2008";"3.Artigos de residência";"0,32";"4,3284"
"abril 2008";"4.Vestuário";"1,53";"6,4539"
"abril 2008";"5101.Transporte público";"0,11";"6,5188"
"abril 2008";"5102.Veículo próprio";"-0,10";"8,8300"
"abril 2008";"5104.Combustíveis (veículos)";"-0,17";"4,8946"
"abril 2008";"61.Produtos farmacêuticos e óticos";"0,93";"3,3060"
"abril 2008";"62.Serviços de saúde";"0,64";"5,1466"
"abril 2008";"63.Cuidados pessoais";"0,80";"2,2964"
"abril 2008";"71.Serviços pessoais";"0,56";"5,1451"
"abril 2008";"7201001.Cinema";"-0,64";"0,3038"
"abril 2008";"7201003.Ingresso para jogo";"7,87";"0,0530"
"abril 2008";"7201006.Clube";"0,38";"0,2048"
"abril 2008";"7201008.Disco laser";"0,89";"0,2662"
"abril 2008";"7201010.Instrumento musical";"-0,06";"0,0902"
"abril 2008";"7201018.Compra e tratamento de animais";"-0,64";"0,0684"
"abril 2008";"7201019.Bicicleta";"0,65";"0,0817"
"abril 2008";"7201020.Alimento para animais";"1,65";"0,3376"
"abril 2008";"7201023.Brinquedo";"0,79";"0,4674"
